Sample	Segment	Distance	Path
SRR28834894	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834894/MSA_NS.fa
SRR28834894	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834894/MSA_PA.fa
SRR28834894	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834894/MSA_PB1.fa
SRR28834894	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834894/MSA_PB2.fa
SRR28834895	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834895/MSA_HA.fa
SRR28834895	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834895/MSA_MP.fa
SRR28834895	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834895/MSA_NA.fa
SRR28834895	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834895/MSA_NP.fa
SRR28834895	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834895/MSA_NS.fa
SRR28834895	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834895/MSA_PA.fa
SRR28834895	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834895/MSA_PB1.fa
SRR28834895	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834895/MSA_PB2.fa
SRR28834896	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834896/MSA_MP.fa
SRR28834896	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834896/MSA_NA.fa
SRR28834896	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834896/MSA_NP.fa
SRR28834896	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834896/MSA_NS.fa
SRR28834896	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834896/MSA_PA.fa
SRR28834896	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834896/MSA_PB1.fa
SRR28834896	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834896/MSA_PB2.fa
SRR28834897	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834897/MSA_HA.fa
SRR28834897	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834897/MSA_MP.fa
SRR28834897	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834897/MSA_NA.fa
SRR28834897	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834897/MSA_NP.fa
SRR28834897	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834897/MSA_NS.fa
SRR28834897	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834897/MSA_PA.fa
SRR28834897	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834897/MSA_PB1.fa
SRR28834897	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834897/MSA_PB2.fa
SRR28834898	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834898/MSA_HA.fa
SRR28834898	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834898/MSA_MP.fa
SRR28834898	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834898/MSA_NA.fa
SRR28834898	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834898/MSA_NP.fa
SRR28834898	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834898/MSA_NS.fa
SRR28834898	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834898/MSA_PA.fa
SRR28834898	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834898/MSA_PB1.fa
SRR28834898	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834898/MSA_PB2.fa
SRR28834899	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834899/MSA_HA.fa
SRR28834899	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834899/MSA_MP.fa
SRR28834899	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834899/MSA_NA.fa
SRR28834899	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834899/MSA_NP.fa
SRR28834899	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834899/MSA_NS.fa
SRR28834899	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834899/MSA_PA.fa
SRR28834899	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834899/MSA_PB1.fa
SRR28834899	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834899/MSA_PB2.fa
SRR28834900	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834900/MSA_HA.fa
SRR28834900	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834900/MSA_MP.fa
SRR28834900	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834900/MSA_NA.fa
SRR28834900	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834900/MSA_NP.fa
SRR28834900	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834900/MSA_NS.fa
SRR28834900	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834900/MSA_PA.fa
SRR28834900	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834900/MSA_PB1.fa
SRR28834900	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834900/MSA_PB2.fa
SRR28834901	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834901/MSA_HA.fa
SRR28834901	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834901/MSA_MP.fa
SRR28834901	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834901/MSA_NA.fa
SRR28834901	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834901/MSA_NP.fa
SRR28834901	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834901/MSA_NS.fa
SRR28834901	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834901/MSA_PA.fa
SRR28834901	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834901/MSA_PB1.fa
SRR28834901	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834901/MSA_PB2.fa
SRR28834902	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834902/MSA_HA.fa
SRR28834902	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834902/MSA_MP.fa
SRR28834902	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834902/MSA_NA.fa
SRR28834902	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834902/MSA_NP.fa
SRR28834902	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834902/MSA_NS.fa
SRR28834902	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834902/MSA_PA.fa
SRR28834902	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834902/MSA_PB1.fa
SRR28834902	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834902/MSA_PB2.fa
SRR28834903	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834903/MSA_HA.fa
SRR28834903	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834903/MSA_MP.fa
SRR28834903	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834903/MSA_NA.fa
SRR28834903	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834903/MSA_NP.fa
SRR28834903	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834903/MSA_NS.fa
SRR28834903	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834903/MSA_PA.fa
SRR28834903	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834903/MSA_PB1.fa
SRR28834903	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834903/MSA_PB2.fa
SRR28834904	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834904/MSA_HA.fa
SRR28834904	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834904/MSA_MP.fa
SRR28834904	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834904/MSA_NA.fa
SRR28834904	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834904/MSA_NP.fa
SRR28834904	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834904/MSA_NS.fa
SRR28834904	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834904/MSA_PA.fa
SRR28834904	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834904/MSA_PB1.fa
SRR28834904	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834904/MSA_PB2.fa
SRR28834905	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834905/MSA_HA.fa
SRR28834905	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834905/MSA_MP.fa
SRR28834905	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834905/MSA_NA.fa
SRR28834905	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834905/MSA_NP.fa
SRR28834905	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834905/MSA_NS.fa
SRR28834905	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834905/MSA_PA.fa
SRR28834905	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834905/MSA_PB1.fa
SRR28834905	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834905/MSA_PB2.fa
SRR28834906	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834906/MSA_HA.fa
SRR28834906	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834906/MSA_MP.fa
SRR28834906	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834906/MSA_NA.fa
SRR28834906	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834906/MSA_NP.fa
SRR28834906	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834906/MSA_NS.fa
SRR28834906	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834906/MSA_PA.fa
SRR28834906	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834906/MSA_PB1.fa
SRR28834906	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834906/MSA_PB2.fa
SRR28834907	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834907/MSA_HA.fa
SRR28834907	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834907/MSA_MP.fa
SRR28834907	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834907/MSA_NA.fa
SRR28834907	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834907/MSA_NP.fa
SRR28834907	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834907/MSA_NS.fa
SRR28834907	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834907/MSA_PA.fa
SRR28834907	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834907/MSA_PB1.fa
SRR28834907	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834907/MSA_PB2.fa
SRR28834908	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834908/MSA_HA.fa
SRR28834908	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834908/MSA_MP.fa
SRR28834908	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834908/MSA_NA.fa
SRR28834908	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834908/MSA_NP.fa
SRR28834908	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834908/MSA_NS.fa
SRR28834908	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834908/MSA_PA.fa
SRR28834908	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834908/MSA_PB1.fa
SRR28834908	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834908/MSA_PB2.fa
SRR28834909	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834909/MSA_HA.fa
SRR28834909	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834909/MSA_MP.fa
SRR28834909	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834909/MSA_NA.fa
SRR28834909	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834909/MSA_NP.fa
SRR28834909	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834909/MSA_NS.fa
SRR28834909	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834909/MSA_PA.fa
SRR28834909	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834909/MSA_PB1.fa
SRR28834909	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834909/MSA_PB2.fa
SRR28834910	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834910/MSA_HA.fa
SRR28834910	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834910/MSA_MP.fa
SRR28834910	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834910/MSA_NA.fa
SRR28834910	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834910/MSA_NP.fa
SRR28834910	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834910/MSA_NS.fa
SRR28834910	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834910/MSA_PA.fa
SRR28834910	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834910/MSA_PB1.fa
SRR28834910	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834910/MSA_PB2.fa
SRR28834911	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834911/MSA_HA.fa
SRR28834911	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834911/MSA_MP.fa
SRR28834911	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834911/MSA_NA.fa
SRR28834911	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834911/MSA_NP.fa
SRR28834911	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834911/MSA_NS.fa
SRR28834911	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834911/MSA_PA.fa
SRR28834911	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834911/MSA_PB1.fa
SRR28834911	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834911/MSA_PB2.fa
SRR28834912	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834912/MSA_HA.fa
SRR28834912	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834912/MSA_MP.fa
SRR28834912	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834912/MSA_NA.fa
SRR28834912	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834912/MSA_NP.fa
SRR28834912	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834912/MSA_NS.fa
SRR28834912	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834912/MSA_PA.fa
SRR28834912	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834912/MSA_PB1.fa
SRR28834912	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834912/MSA_PB2.fa
SRR28834913	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834913/MSA_HA.fa
SRR28834913	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834913/MSA_MP.fa
SRR28834913	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834913/MSA_NA.fa
SRR28834913	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834913/MSA_NP.fa
SRR28834913	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834913/MSA_NS.fa
SRR28834913	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834913/MSA_PA.fa
SRR28834913	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834913/MSA_PB1.fa
SRR28834913	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834913/MSA_PB2.fa
SRR28834914	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834914/MSA_HA.fa
SRR28834914	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834914/MSA_MP.fa
SRR28834914	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834914/MSA_NA.fa
SRR28834914	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834914/MSA_NP.fa
SRR28834914	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834914/MSA_NS.fa
SRR28834914	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834914/MSA_PA.fa
SRR28834914	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834914/MSA_PB1.fa
SRR28834914	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834914/MSA_PB2.fa
SRR28834915	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834915/MSA_HA.fa
SRR28834915	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834915/MSA_MP.fa
SRR28834915	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834915/MSA_NA.fa
SRR28834915	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834915/MSA_NP.fa
SRR28834915	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834915/MSA_NS.fa
SRR28834915	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834915/MSA_PA.fa
SRR28834915	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834915/MSA_PB1.fa
SRR28834915	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834915/MSA_PB2.fa
SRR28834916	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834916/MSA_HA.fa
SRR28834916	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834916/MSA_MP.fa
SRR28834916	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834916/MSA_NA.fa
SRR28834916	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834916/MSA_NP.fa
SRR28834916	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834916/MSA_PA.fa
SRR28834916	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834916/MSA_PB1.fa
SRR28834916	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR28834916/MSA_PB2.fa
